date,EBAY stock,isPartial
2018-08-01,78,False
2018-08-02,79,False
2018-08-03,98,False
2018-08-04,47,False
2018-08-05,51,False
2018-08-06,100,False
2018-08-07,94,False
2018-08-08,70,False
2018-08-09,82,False
2018-08-10,79,False
2018-08-11,36,False
2018-08-12,46,False
2018-08-13,76,False
2018-08-14,75,False
2018-08-15,66,False
2018-08-16,100,False
2018-08-17,62,False
2018-08-18,48,False
2018-08-19,21,False
2018-08-20,59,False
2018-08-21,83,False
2018-08-22,67,False
2018-08-23,83,False
2018-08-24,90,False
2018-08-25,49,False
2018-08-26,40,False
2018-08-27,68,False
2018-08-28,61,False
2018-08-29,67,False
2018-08-30,97,False
2018-08-31,71,False
