date,QCOM stock,isPartial
2015-06-01,65,False
2015-06-02,49,False
2015-06-03,49,False
2015-06-04,17,False
2015-06-05,88,False
2015-06-06,40,False
2015-06-07,20,False
2015-06-08,65,False
2015-06-09,16,False
2015-06-10,33,False
2015-06-11,50,False
2015-06-12,35,False
2015-06-13,40,False
2015-06-14,0,False
2015-06-15,32,False
2015-06-16,48,False
2015-06-17,33,False
2015-06-18,100,False
2015-06-19,35,False
2015-06-20,0,False
2015-06-21,40,False
2015-06-22,33,False
2015-06-23,16,False
2015-06-24,33,False
2015-06-25,83,False
2015-06-26,17,False
2015-06-27,0,False
2015-06-28,20,False
2015-06-29,66,False
2015-06-30,50,False
