date,SIRI stock,isPartial
2012-05-01,73,False
2012-05-02,88,False
2012-05-03,22,False
2012-05-04,41,False
2012-05-05,0,False
2012-05-06,13,False
2012-05-07,44,False
2012-05-08,43,False
2012-05-09,87,False
2012-05-10,45,False
2012-05-11,75,False
2012-05-12,34,False
2012-05-13,27,False
2012-05-14,87,False
2012-05-15,43,False
2012-05-16,38,False
2012-05-17,97,False
2012-05-18,100,False
2012-05-19,42,False
2012-05-20,34,False
2012-05-21,38,False
2012-05-22,60,False
2012-05-23,27,False
2012-05-24,100,False
2012-05-25,71,False
2012-05-26,14,False
2012-05-27,14,False
2012-05-28,12,False
2012-05-29,37,False
2012-05-30,75,False
2012-05-31,44,False
