date,EA stock,isPartial
2016-12-01,72,False
2016-12-02,38,False
2016-12-03,66,False
2016-12-04,16,False
2016-12-05,46,False
2016-12-06,77,False
2016-12-07,43,False
2016-12-08,73,False
2016-12-09,60,False
2016-12-10,17,False
2016-12-11,0,False
2016-12-12,56,False
2016-12-13,64,False
2016-12-14,100,False
2016-12-15,95,False
2016-12-16,46,False
2016-12-17,51,False
2016-12-18,17,False
2016-12-19,22,False
2016-12-20,75,False
2016-12-21,38,False
2016-12-22,47,False
2016-12-23,32,False
2016-12-24,18,False
2016-12-25,38,False
2016-12-26,32,False
2016-12-27,38,False
2016-12-28,31,False
2016-12-29,47,False
2016-12-30,33,False
2016-12-31,35,False
