date,EA stock,isPartial
2018-06-01,31,False
2018-06-02,15,False
2018-06-03,29,False
2018-06-04,13,False
2018-06-05,32,False
2018-06-06,30,False
2018-06-07,30,False
2018-06-08,39,False
2018-06-09,62,False
2018-06-10,41,False
2018-06-11,100,False
2018-06-12,46,False
2018-06-13,54,False
2018-06-14,89,False
2018-06-15,53,False
2018-06-16,24,False
2018-06-17,12,False
2018-06-18,45,False
2018-06-19,42,False
2018-06-20,35,False
2018-06-21,25,False
2018-06-22,62,False
2018-06-23,15,False
2018-06-24,14,False
2018-06-25,30,False
2018-06-26,30,False
2018-06-27,40,False
2018-06-28,32,False
2018-06-29,38,False
2018-06-30,17,False
