date,MU stock,isPartial
2017-03-01,26,False
2017-03-02,29,False
2017-03-03,35,False
2017-03-04,9,False
2017-03-05,5,False
2017-03-06,23,False
2017-03-07,26,False
2017-03-08,32,False
2017-03-09,21,False
2017-03-10,27,False
2017-03-11,7,False
2017-03-12,4,False
2017-03-13,16,False
2017-03-14,26,False
2017-03-15,24,False
2017-03-16,14,False
2017-03-17,22,False
2017-03-18,2,False
2017-03-19,3,False
2017-03-20,24,False
2017-03-21,30,False
2017-03-22,33,False
2017-03-23,77,False
2017-03-24,100,False
2017-03-25,21,False
2017-03-26,12,False
2017-03-27,46,False
2017-03-28,38,False
2017-03-29,35,False
2017-03-30,34,False
2017-03-31,38,False
