date,TSLA stock,isPartial
2018-02-01,33,False
2018-02-02,46,False
2018-02-03,14,False
2018-02-04,9,False
2018-02-05,43,False
2018-02-06,72,False
2018-02-07,100,False
2018-02-08,96,False
2018-02-09,70,False
2018-02-10,16,False
2018-02-11,10,False
2018-02-12,49,False
2018-02-13,48,False
2018-02-14,44,False
2018-02-15,42,False
2018-02-16,40,False
2018-02-17,14,False
2018-02-18,5,False
2018-02-19,15,False
2018-02-20,33,False
2018-02-21,38,False
2018-02-22,38,False
2018-02-23,53,False
2018-02-24,10,False
2018-02-25,5,False
2018-02-26,42,False
2018-02-27,42,False
2018-02-28,41,False
