date,AAPL stock,isPartial
2014-05-01,62,False
2014-05-02,51,False
2014-05-03,19,False
2014-05-04,17,False
2014-05-05,63,False
2014-05-06,57,False
2014-05-07,71,False
2014-05-08,60,False
2014-05-09,71,False
2014-05-10,18,False
2014-05-11,17,False
2014-05-12,65,False
2014-05-13,65,False
2014-05-14,52,False
2014-05-15,49,False
2014-05-16,53,False
2014-05-17,27,False
2014-05-18,13,False
2014-05-19,61,False
2014-05-20,60,False
2014-05-21,57,False
2014-05-22,43,False
2014-05-23,59,False
2014-05-24,32,False
2014-05-25,21,False
2014-05-26,20,False
2014-05-27,74,False
2014-05-28,71,False
2014-05-29,78,False
2014-05-30,100,False
2014-05-31,29,False
