date,EA stock,isPartial
2017-12-01,100,False
2017-12-02,55,False
2017-12-03,54,False
2017-12-04,67,False
2017-12-05,93,False
2017-12-06,70,False
2017-12-07,61,False
2017-12-08,67,False
2017-12-09,52,False
2017-12-10,35,False
2017-12-11,43,False
2017-12-12,43,False
2017-12-13,47,False
2017-12-14,33,False
2017-12-15,41,False
2017-12-16,22,False
2017-12-17,26,False
2017-12-18,24,False
2017-12-19,19,False
2017-12-20,20,False
2017-12-21,23,False
2017-12-22,20,False
2017-12-23,15,False
2017-12-24,6,False
2017-12-25,11,False
2017-12-26,13,False
2017-12-27,16,False
2017-12-28,25,False
2017-12-29,14,False
2017-12-30,15,False
2017-12-31,8,False
