date,WDC stock,isPartial
2019-02-01,75,False
2019-02-02,30,False
2019-02-03,16,False
2019-02-04,91,False
2019-02-05,88,False
2019-02-06,63,False
2019-02-07,87,False
2019-02-08,100,False
2019-02-09,29,False
2019-02-10,24,False
2019-02-11,80,False
2019-02-12,57,False
2019-02-13,64,False
2019-02-14,51,False
2019-02-15,66,False
2019-02-16,11,False
2019-02-17,17,False
2019-02-18,32,False
2019-02-19,74,False
2019-02-20,41,False
2019-02-21,75,False
2019-02-22,68,False
2019-02-23,17,False
2019-02-24,36,False
2019-02-25,79,False
2019-02-26,84,False
2019-02-27,90,False
2019-02-28,66,False
