date,HAS stock,isPartial
2018-09-01,34,False
2018-09-02,38,False
2018-09-03,35,False
2018-09-04,60,False
2018-09-05,100,False
2018-09-06,93,False
2018-09-07,74,False
2018-09-08,48,False
2018-09-09,61,False
2018-09-10,61,False
2018-09-11,48,False
2018-09-12,61,False
2018-09-13,63,False
2018-09-14,59,False
2018-09-15,31,False
2018-09-16,43,False
2018-09-17,56,False
2018-09-18,59,False
2018-09-19,70,False
2018-09-20,57,False
2018-09-21,53,False
2018-09-22,43,False
2018-09-23,49,False
2018-09-24,54,False
2018-09-25,50,False
2018-09-26,64,False
2018-09-27,59,False
2018-09-28,50,False
2018-09-29,42,False
2018-09-30,47,False
