date,SBUX stock,isPartial
2016-02-01,63,False
2016-02-02,77,False
2016-02-03,59,False
2016-02-04,83,False
2016-02-05,74,False
2016-02-06,48,False
2016-02-07,9,False
2016-02-08,68,False
2016-02-09,60,False
2016-02-10,85,False
2016-02-11,60,False
2016-02-12,88,False
2016-02-13,38,False
2016-02-14,17,False
2016-02-15,22,False
2016-02-16,73,False
2016-02-17,100,False
2016-02-18,84,False
2016-02-19,72,False
2016-02-20,25,False
2016-02-21,8,False
2016-02-22,95,False
2016-02-23,61,False
2016-02-24,59,False
2016-02-25,74,False
2016-02-26,31,False
2016-02-27,25,False
2016-02-28,8,False
2016-02-29,50,False
