date,BA stock,isPartial
2014-12-01,37,False
2014-12-02,31,False
2014-12-03,100,False
2014-12-04,25,False
2014-12-05,65,False
2014-12-06,30,False
2014-12-07,29,False
2014-12-08,25,False
2014-12-09,31,False
2014-12-10,69,False
2014-12-11,44,False
2014-12-12,20,False
2014-12-13,15,False
2014-12-14,59,False
2014-12-15,44,False
2014-12-16,76,False
2014-12-17,39,False
2014-12-18,66,False
2014-12-19,48,False
2014-12-20,16,False
2014-12-21,23,False
2014-12-22,67,False
2014-12-23,83,False
2014-12-24,77,False
2014-12-25,59,False
2014-12-26,37,False
2014-12-27,30,False
2014-12-28,53,False
2014-12-29,67,False
2014-12-30,55,False
2014-12-31,76,False
