date,TWTR,isPartial
2012-03-01,0,False
2012-03-02,71,False
2012-03-03,0,False
2012-03-04,40,False
2012-03-05,100,False
2012-03-06,32,False
2012-03-07,0,False
2012-03-08,0,False
2012-03-09,0,False
2012-03-10,39,False
2012-03-11,0,False
2012-03-12,0,False
2012-03-13,32,False
2012-03-14,32,False
2012-03-15,0,False
2012-03-16,0,False
2012-03-17,80,False
2012-03-18,0,False
2012-03-19,32,False
2012-03-20,32,False
2012-03-21,0,False
2012-03-22,33,False
2012-03-23,0,False
2012-03-24,80,False
2012-03-25,40,False
2012-03-26,97,False
2012-03-27,0,False
2012-03-28,33,False
2012-03-29,0,False
2012-03-30,69,False
2012-03-31,78,False
