date,TSLA stock,isPartial
2013-06-01,13,False
2013-06-02,17,False
2013-06-03,100,False
2013-06-04,36,False
2013-06-05,57,False
2013-06-06,66,False
2013-06-07,71,False
2013-06-08,9,False
2013-06-09,17,False
2013-06-10,67,False
2013-06-11,49,False
2013-06-12,57,False
2013-06-13,40,False
2013-06-14,38,False
2013-06-15,9,False
2013-06-16,13,False
2013-06-17,32,False
2013-06-18,29,False
2013-06-19,25,False
2013-06-20,29,False
2013-06-21,58,False
2013-06-22,4,False
2013-06-23,4,False
2013-06-24,25,False
2013-06-25,47,False
2013-06-26,33,False
2013-06-27,47,False
2013-06-28,62,False
2013-06-29,9,False
2013-06-30,9,False
