date,HAS stock,isPartial
2012-12-01,50,False
2012-12-02,65,False
2012-12-03,75,False
2012-12-04,76,False
2012-12-05,88,False
2012-12-06,73,False
2012-12-07,73,False
2012-12-08,58,False
2012-12-09,61,False
2012-12-10,100,False
2012-12-11,65,False
2012-12-12,53,False
2012-12-13,63,False
2012-12-14,58,False
2012-12-15,69,False
2012-12-16,51,False
2012-12-17,78,False
2012-12-18,73,False
2012-12-19,66,False
2012-12-20,71,False
2012-12-21,79,False
2012-12-22,81,False
2012-12-23,59,False
2012-12-24,49,False
2012-12-25,34,False
2012-12-26,45,False
2012-12-27,35,False
2012-12-28,61,False
2012-12-29,46,False
2012-12-30,32,False
2012-12-31,52,False
