date,SYMC stock,isPartial
2016-09-01,70,False
2016-09-02,95,False
2016-09-03,30,False
2016-09-04,0,False
2016-09-05,39,False
2016-09-06,60,False
2016-09-07,87,False
2016-09-08,44,False
2016-09-09,100,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,53,False
2016-09-13,39,False
2016-09-14,51,False
2016-09-15,52,False
2016-09-16,63,False
2016-09-17,29,False
2016-09-18,0,False
2016-09-19,84,False
2016-09-20,25,False
2016-09-21,34,False
2016-09-22,61,False
2016-09-23,93,False
2016-09-24,60,False
2016-09-25,29,False
2016-09-26,25,False
2016-09-27,63,False
2016-09-28,51,False
2016-09-29,43,False
2016-09-30,79,False
