date,AMZN stock,isPartial
2016-03-01,94,False
2016-03-02,100,False
2016-03-03,84,False
2016-03-04,87,False
2016-03-05,23,False
2016-03-06,11,False
2016-03-07,60,False
2016-03-08,63,False
2016-03-09,47,False
2016-03-10,68,False
2016-03-11,56,False
2016-03-12,12,False
2016-03-13,7,False
2016-03-14,63,False
2016-03-15,47,False
2016-03-16,66,False
2016-03-17,69,False
2016-03-18,74,False
2016-03-19,15,False
2016-03-20,4,False
2016-03-21,64,False
2016-03-22,44,False
2016-03-23,68,False
2016-03-24,50,False
2016-03-25,41,False
2016-03-26,12,False
2016-03-27,4,False
2016-03-28,63,False
2016-03-29,47,False
2016-03-30,78,False
2016-03-31,61,False
