date,EBAY stock,isPartial
2017-10-01,43,False
2017-10-02,42,False
2017-10-03,70,False
2017-10-04,72,False
2017-10-05,85,False
2017-10-06,81,False
2017-10-07,45,False
2017-10-08,42,False
2017-10-09,47,False
2017-10-10,45,False
2017-10-11,51,False
2017-10-12,51,False
2017-10-13,43,False
2017-10-14,44,False
2017-10-15,20,False
2017-10-16,50,False
2017-10-17,53,False
2017-10-18,75,False
2017-10-19,100,False
2017-10-20,49,False
2017-10-21,42,False
2017-10-22,43,False
2017-10-23,67,False
2017-10-24,58,False
2017-10-25,50,False
2017-10-26,53,False
2017-10-27,59,False
2017-10-28,42,False
2017-10-29,40,False
2017-10-30,39,False
2017-10-31,53,False
