date,HD stock,isPartial
2018-02-01,66,False
2018-02-02,64,False
2018-02-03,41,False
2018-02-04,20,False
2018-02-05,91,False
2018-02-06,98,False
2018-02-07,89,False
2018-02-08,85,False
2018-02-09,100,False
2018-02-10,36,False
2018-02-11,34,False
2018-02-12,70,False
2018-02-13,70,False
2018-02-14,63,False
2018-02-15,57,False
2018-02-16,73,False
2018-02-17,48,False
2018-02-18,31,False
2018-02-19,49,False
2018-02-20,97,False
2018-02-21,62,False
2018-02-22,75,False
2018-02-23,57,False
2018-02-24,36,False
2018-02-25,24,False
2018-02-26,55,False
2018-02-27,46,False
2018-02-28,70,False
