date,AAPL stock,isPartial
2014-04-01,14,False
2014-04-02,20,False
2014-04-03,23,False
2014-04-04,16,False
2014-04-05,5,False
2014-04-06,4,False
2014-04-07,19,False
2014-04-08,21,False
2014-04-09,25,False
2014-04-10,20,False
2014-04-11,17,False
2014-04-12,5,False
2014-04-13,2,False
2014-04-14,16,False
2014-04-15,19,False
2014-04-16,16,False
2014-04-17,25,False
2014-04-18,9,False
2014-04-19,4,False
2014-04-20,3,False
2014-04-21,16,False
2014-04-22,17,False
2014-04-23,54,False
2014-04-24,100,False
2014-04-25,57,False
2014-04-26,14,False
2014-04-27,9,False
2014-04-28,27,False
2014-04-29,38,False
2014-04-30,41,False
