date,KO stock,isPartial
2018-03-01,54,False
2018-03-02,65,False
2018-03-03,6,False
2018-03-04,14,False
2018-03-05,49,False
2018-03-06,77,False
2018-03-07,77,False
2018-03-08,56,False
2018-03-09,100,False
2018-03-10,31,False
2018-03-11,14,False
2018-03-12,52,False
2018-03-13,44,False
2018-03-14,57,False
2018-03-15,40,False
2018-03-16,65,False
2018-03-17,35,False
2018-03-18,20,False
2018-03-19,40,False
2018-03-20,63,False
2018-03-21,55,False
2018-03-22,76,False
2018-03-23,68,False
2018-03-24,29,False
2018-03-25,20,False
2018-03-26,60,False
2018-03-27,53,False
2018-03-28,60,False
2018-03-29,70,False
2018-03-30,23,False
2018-03-31,12,False
