date,INTC stock,isPartial
2012-06-01,77,False
2012-06-02,68,False
2012-06-03,44,False
2012-06-04,18,False
2012-06-05,100,False
2012-06-06,36,False
2012-06-07,28,False
2012-06-08,0,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,36,False
2012-06-12,63,False
2012-06-13,27,False
2012-06-14,36,False
2012-06-15,58,False
2012-06-16,23,False
2012-06-17,0,False
2012-06-18,45,False
2012-06-19,54,False
2012-06-20,18,False
2012-06-21,0,False
2012-06-22,29,False
2012-06-23,47,False
2012-06-24,0,False
2012-06-25,18,False
2012-06-26,36,False
2012-06-27,37,False
2012-06-28,19,False
2012-06-29,19,False
2012-06-30,0,False
