date,KO stock,isPartial
2018-07-01,5,False
2018-07-02,12,False
2018-07-03,25,False
2018-07-04,22,False
2018-07-05,47,False
2018-07-06,54,False
2018-07-07,19,False
2018-07-08,0,False
2018-07-09,41,False
2018-07-10,67,False
2018-07-11,100,False
2018-07-12,55,False
2018-07-13,35,False
2018-07-14,15,False
2018-07-15,19,False
2018-07-16,25,False
2018-07-17,29,False
2018-07-18,38,False
2018-07-19,30,False
2018-07-20,35,False
2018-07-21,20,False
2018-07-22,10,False
2018-07-23,21,False
2018-07-24,63,False
2018-07-25,84,False
2018-07-26,84,False
2018-07-27,52,False
2018-07-28,10,False
2018-07-29,5,False
2018-07-30,50,False
2018-07-31,45,False
