date,AMZN stock,isPartial
2012-01-01,46,False
2012-01-02,18,False
2012-01-03,25,False
2012-01-04,33,False
2012-01-05,41,False
2012-01-06,34,False
2012-01-07,20,False
2012-01-08,19,False
2012-01-09,32,False
2012-01-10,32,False
2012-01-11,94,False
2012-01-12,48,False
2012-01-13,50,False
2012-01-14,19,False
2012-01-15,19,False
2012-01-16,16,False
2012-01-17,46,False
2012-01-18,31,False
2012-01-19,16,False
2012-01-20,16,False
2012-01-21,0,False
2012-01-22,19,False
2012-01-23,31,False
2012-01-24,39,False
2012-01-25,23,False
2012-01-26,40,False
2012-01-27,16,False
2012-01-28,0,False
2012-01-29,19,False
2012-01-30,62,False
2012-01-31,100,False
