date,MDLZ stock,isPartial
2015-05-01,0,False
2015-05-02,0,False
2015-05-03,0,False
2015-05-04,33,False
2015-05-05,0,False
2015-05-06,33,False
2015-05-07,34,False
2015-05-08,35,False
2015-05-09,0,False
2015-05-10,0,False
2015-05-11,100,False
2015-05-12,66,False
2015-05-13,0,False
2015-05-14,34,False
2015-05-15,0,False
2015-05-16,0,False
2015-05-17,40,False
2015-05-18,50,False
2015-05-19,33,False
2015-05-20,33,False
2015-05-21,0,False
2015-05-22,0,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,35,False
2015-05-26,33,False
2015-05-27,66,False
2015-05-28,0,False
2015-05-29,0,False
2015-05-30,0,False
2015-05-31,40,False
