date,HD stock,isPartial
2014-11-01,27,False
2014-11-02,39,False
2014-11-03,44,False
2014-11-04,49,False
2014-11-05,33,False
2014-11-06,72,False
2014-11-07,69,False
2014-11-08,66,False
2014-11-09,58,False
2014-11-10,66,False
2014-11-11,66,False
2014-11-12,65,False
2014-11-13,44,False
2014-11-14,28,False
2014-11-15,39,False
2014-11-16,32,False
2014-11-17,75,False
2014-11-18,95,False
2014-11-19,74,False
2014-11-20,100,False
2014-11-21,63,False
2014-11-22,64,False
2014-11-23,50,False
2014-11-24,54,False
2014-11-25,81,False
2014-11-26,100,False
2014-11-27,23,False
2014-11-28,46,False
2014-11-29,57,False
2014-11-30,44,False
