date,COST stock,isPartial
2016-09-01,92,False
2016-09-02,66,False
2016-09-03,47,False
2016-09-04,30,False
2016-09-05,44,False
2016-09-06,73,False
2016-09-07,80,False
2016-09-08,77,False
2016-09-09,65,False
2016-09-10,38,False
2016-09-11,35,False
2016-09-12,77,False
2016-09-13,74,False
2016-09-14,71,False
2016-09-15,56,False
2016-09-16,66,False
2016-09-17,41,False
2016-09-18,73,False
2016-09-19,71,False
2016-09-20,75,False
2016-09-21,79,False
2016-09-22,76,False
2016-09-23,55,False
2016-09-24,49,False
2016-09-25,45,False
2016-09-26,76,False
2016-09-27,68,False
2016-09-28,78,False
2016-09-29,100,False
2016-09-30,70,False
