date,MSFT stock,isPartial
2016-12-01,67,False
2016-12-02,53,False
2016-12-03,20,False
2016-12-04,11,False
2016-12-05,71,False
2016-12-06,66,False
2016-12-07,64,False
2016-12-08,100,False
2016-12-09,80,False
2016-12-10,30,False
2016-12-11,21,False
2016-12-12,46,False
2016-12-13,89,False
2016-12-14,80,False
2016-12-15,69,False
2016-12-16,67,False
2016-12-17,34,False
2016-12-18,17,False
2016-12-19,98,False
2016-12-20,87,False
2016-12-21,67,False
2016-12-22,96,False
2016-12-23,73,False
2016-12-24,20,False
2016-12-25,11,False
2016-12-26,21,False
2016-12-27,57,False
2016-12-28,64,False
2016-12-29,55,False
2016-12-30,51,False
2016-12-31,18,False
