date,FB stock,isPartial
2018-07-01,1,False
2018-07-02,5,False
2018-07-03,5,False
2018-07-04,2,False
2018-07-05,5,False
2018-07-06,6,False
2018-07-07,2,False
2018-07-08,1,False
2018-07-09,6,False
2018-07-10,6,False
2018-07-11,6,False
2018-07-12,6,False
2018-07-13,5,False
2018-07-14,1,False
2018-07-15,1,False
2018-07-16,6,False
2018-07-17,7,False
2018-07-18,6,False
2018-07-19,6,False
2018-07-20,7,False
2018-07-21,2,False
2018-07-22,1,False
2018-07-23,8,False
2018-07-24,10,False
2018-07-25,36,False
2018-07-26,100,False
2018-07-27,55,False
2018-07-28,11,False
2018-07-29,5,False
2018-07-30,27,False
2018-07-31,26,False
