date,KO stock,isPartial
2017-02-01,52,False
2017-02-02,60,False
2017-02-03,67,False
2017-02-04,21,False
2017-02-05,13,False
2017-02-06,23,False
2017-02-07,55,False
2017-02-08,64,False
2017-02-09,100,False
2017-02-10,89,False
2017-02-11,24,False
2017-02-12,13,False
2017-02-13,63,False
2017-02-14,91,False
2017-02-15,88,False
2017-02-16,90,False
2017-02-17,59,False
2017-02-18,13,False
2017-02-19,8,False
2017-02-20,14,False
2017-02-21,57,False
2017-02-22,57,False
2017-02-23,61,False
2017-02-24,69,False
2017-02-25,37,False
2017-02-26,31,False
2017-02-27,83,False
2017-02-28,79,False
