date,TXN stock,isPartial
2014-06-01,41,False
2014-06-02,33,False
2014-06-03,0,False
2014-06-04,33,False
2014-06-05,34,False
2014-06-06,0,False
2014-06-07,0,False
2014-06-08,42,False
2014-06-09,34,False
2014-06-10,0,False
2014-06-11,33,False
2014-06-12,0,False
2014-06-13,35,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,33,False
2014-06-17,33,False
2014-06-18,34,False
2014-06-19,58,False
2014-06-20,36,False
2014-06-21,42,False
2014-06-22,0,False
2014-06-23,34,False
2014-06-24,100,False
2014-06-25,33,False
2014-06-26,34,False
2014-06-27,71,False
2014-06-28,0,False
2014-06-29,41,False
2014-06-30,0,False
