date,GS stock,isPartial
2018-12-01,20,False
2018-12-02,12,False
2018-12-03,45,False
2018-12-04,59,False
2018-12-05,15,False
2018-12-06,55,False
2018-12-07,43,False
2018-12-08,18,False
2018-12-09,4,False
2018-12-10,41,False
2018-12-11,37,False
2018-12-12,30,False
2018-12-13,25,False
2018-12-14,47,False
2018-12-15,14,False
2018-12-16,14,False
2018-12-17,100,False
2018-12-18,66,False
2018-12-19,38,False
2018-12-20,53,False
2018-12-21,48,False
2018-12-22,16,False
2018-12-23,8,False
2018-12-24,46,False
2018-12-25,22,False
2018-12-26,69,False
2018-12-27,56,False
2018-12-28,49,False
2018-12-29,22,False
2018-12-30,4,False
2018-12-31,35,False
