date,HD stock,isPartial
2016-03-01,88,False
2016-03-02,93,False
2016-03-03,80,False
2016-03-04,88,False
2016-03-05,38,False
2016-03-06,48,False
2016-03-07,56,False
2016-03-08,71,False
2016-03-09,81,False
2016-03-10,67,False
2016-03-11,89,False
2016-03-12,71,False
2016-03-13,37,False
2016-03-14,62,False
2016-03-15,85,False
2016-03-16,85,False
2016-03-17,82,False
2016-03-18,65,False
2016-03-19,65,False
2016-03-20,21,False
2016-03-21,87,False
2016-03-22,68,False
2016-03-23,68,False
2016-03-24,70,False
2016-03-25,54,False
2016-03-26,63,False
2016-03-27,57,False
2016-03-28,50,False
2016-03-29,52,False
2016-03-30,100,False
2016-03-31,62,False
