date,SIRI stock,isPartial
2018-06-01,67,False
2018-06-02,14,False
2018-06-03,10,False
2018-06-04,58,False
2018-06-05,66,False
2018-06-06,67,False
2018-06-07,61,False
2018-06-08,76,False
2018-06-09,17,False
2018-06-10,17,False
2018-06-11,79,False
2018-06-12,72,False
2018-06-13,95,False
2018-06-14,100,False
2018-06-15,95,False
2018-06-16,44,False
2018-06-17,23,False
2018-06-18,86,False
2018-06-19,88,False
2018-06-20,89,False
2018-06-21,89,False
2018-06-22,96,False
2018-06-23,10,False
2018-06-24,17,False
2018-06-25,54,False
2018-06-26,51,False
2018-06-27,43,False
2018-06-28,55,False
2018-06-29,64,False
2018-06-30,23,False
