date,INTC stock,isPartial
2018-07-01,3,False
2018-07-02,22,False
2018-07-03,21,False
2018-07-04,9,False
2018-07-05,31,False
2018-07-06,23,False
2018-07-07,10,False
2018-07-08,3,False
2018-07-09,26,False
2018-07-10,20,False
2018-07-11,30,False
2018-07-12,21,False
2018-07-13,37,False
2018-07-14,1,False
2018-07-15,6,False
2018-07-16,23,False
2018-07-17,29,False
2018-07-18,26,False
2018-07-19,21,False
2018-07-20,19,False
2018-07-21,6,False
2018-07-22,3,False
2018-07-23,16,False
2018-07-24,30,False
2018-07-25,25,False
2018-07-26,73,False
2018-07-27,100,False
2018-07-28,13,False
2018-07-29,4,False
2018-07-30,44,False
2018-07-31,39,False
