date,FB stock,isPartial
2014-12-01,81,False
2014-12-02,82,False
2014-12-03,72,False
2014-12-04,58,False
2014-12-05,93,False
2014-12-06,19,False
2014-12-07,22,False
2014-12-08,72,False
2014-12-09,74,False
2014-12-10,85,False
2014-12-11,71,False
2014-12-12,80,False
2014-12-13,33,False
2014-12-14,26,False
2014-12-15,67,False
2014-12-16,65,False
2014-12-17,72,False
2014-12-18,72,False
2014-12-19,95,False
2014-12-20,29,False
2014-12-21,13,False
2014-12-22,100,False
2014-12-23,97,False
2014-12-24,73,False
2014-12-25,35,False
2014-12-26,66,False
2014-12-27,38,False
2014-12-28,22,False
2014-12-29,83,False
2014-12-30,77,False
2014-12-31,87,False
