date,AMD stock,isPartial
2016-06-01,89,False
2016-06-02,66,False
2016-06-03,58,False
2016-06-04,12,False
2016-06-05,14,False
2016-06-06,30,False
2016-06-07,75,False
2016-06-08,55,False
2016-06-09,51,False
2016-06-10,34,False
2016-06-11,36,False
2016-06-12,9,False
2016-06-13,48,False
2016-06-14,54,False
2016-06-15,44,False
2016-06-16,83,False
2016-06-17,89,False
2016-06-18,30,False
2016-06-19,21,False
2016-06-20,83,False
2016-06-21,68,False
2016-06-22,97,False
2016-06-23,92,False
2016-06-24,100,False
2016-06-25,33,False
2016-06-26,14,False
2016-06-27,59,False
2016-06-28,74,False
2016-06-29,98,False
2016-06-30,94,False
