date,AAPL stock,isPartial
2016-07-01,30,False
2016-07-02,7,False
2016-07-03,5,False
2016-07-04,6,False
2016-07-05,28,False
2016-07-06,26,False
2016-07-07,26,False
2016-07-08,35,False
2016-07-09,7,False
2016-07-10,4,False
2016-07-11,29,False
2016-07-12,29,False
2016-07-13,31,False
2016-07-14,33,False
2016-07-15,33,False
2016-07-16,7,False
2016-07-17,5,False
2016-07-18,37,False
2016-07-19,34,False
2016-07-20,31,False
2016-07-21,33,False
2016-07-22,31,False
2016-07-23,5,False
2016-07-24,7,False
2016-07-25,32,False
2016-07-26,71,False
2016-07-27,100,False
2016-07-28,71,False
2016-07-29,48,False
2016-07-30,8,False
2016-07-31,6,False
