date,CTSH stock,isPartial
2015-03-01,33,False
2015-03-02,100,False
2015-03-03,57,False
2015-03-04,29,False
2015-03-05,29,False
2015-03-06,62,False
2015-03-07,34,False
2015-03-08,34,False
2015-03-09,43,False
2015-03-10,29,False
2015-03-11,58,False
2015-03-12,44,False
2015-03-13,76,False
2015-03-14,0,False
2015-03-15,33,False
2015-03-16,86,False
2015-03-17,58,False
2015-03-18,88,False
2015-03-19,58,False
2015-03-20,45,False
2015-03-21,0,False
2015-03-22,34,False
2015-03-23,0,False
2015-03-24,57,False
2015-03-25,42,False
2015-03-26,67,False
2015-03-27,61,False
2015-03-28,37,False
2015-03-29,0,False
2015-03-30,29,False
2015-03-31,29,False
