date,INTC stock,isPartial
2016-01-01,10,False
2016-01-02,18,False
2016-01-03,0,False
2016-01-04,47,False
2016-01-05,39,False
2016-01-06,40,False
2016-01-07,47,False
2016-01-08,36,False
2016-01-09,18,False
2016-01-10,17,False
2016-01-11,76,False
2016-01-12,34,False
2016-01-13,88,False
2016-01-14,95,False
2016-01-15,100,False
2016-01-16,13,False
2016-01-17,17,False
2016-01-18,27,False
2016-01-19,53,False
2016-01-20,58,False
2016-01-21,59,False
2016-01-22,44,False
2016-01-23,22,False
2016-01-24,9,False
2016-01-25,42,False
2016-01-26,73,False
2016-01-27,58,False
2016-01-28,62,False
2016-01-29,56,False
2016-01-30,13,False
2016-01-31,17,False
