date,FB stock,isPartial
2017-11-01,100,False
2017-11-02,88,False
2017-11-03,51,False
2017-11-04,9,False
2017-11-05,7,False
2017-11-06,33,False
2017-11-07,32,False
2017-11-08,30,False
2017-11-09,28,False
2017-11-10,26,False
2017-11-11,9,False
2017-11-12,6,False
2017-11-13,31,False
2017-11-14,23,False
2017-11-15,25,False
2017-11-16,27,False
2017-11-17,29,False
2017-11-18,5,False
2017-11-19,4,False
2017-11-20,22,False
2017-11-21,28,False
2017-11-22,27,False
2017-11-23,9,False
2017-11-24,20,False
2017-11-25,9,False
2017-11-26,7,False
2017-11-27,26,False
2017-11-28,30,False
2017-11-29,40,False
2017-11-30,38,False
