date,AMZN stock,isPartial
2017-12-01,99,False
2017-12-02,18,False
2017-12-03,8,False
2017-12-04,95,False
2017-12-05,100,False
2017-12-06,85,False
2017-12-07,78,False
2017-12-08,82,False
2017-12-09,17,False
2017-12-10,17,False
2017-12-11,68,False
2017-12-12,74,False
2017-12-13,78,False
2017-12-14,60,False
2017-12-15,71,False
2017-12-16,18,False
2017-12-17,10,False
2017-12-18,59,False
2017-12-19,67,False
2017-12-20,68,False
2017-12-21,64,False
2017-12-22,64,False
2017-12-23,14,False
2017-12-24,13,False
2017-12-25,13,False
2017-12-26,35,False
2017-12-27,60,False
2017-12-28,66,False
2017-12-29,71,False
2017-12-30,12,False
2017-12-31,12,False
