date,NFLX stock,isPartial
2017-06-01,47,False
2017-06-02,65,False
2017-06-03,23,False
2017-06-04,13,False
2017-06-05,59,False
2017-06-06,45,False
2017-06-07,57,False
2017-06-08,62,False
2017-06-09,81,False
2017-06-10,26,False
2017-06-11,5,False
2017-06-12,100,False
2017-06-13,68,False
2017-06-14,100,False
2017-06-15,76,False
2017-06-16,91,False
2017-06-17,32,False
2017-06-18,10,False
2017-06-19,67,False
2017-06-20,48,False
2017-06-21,54,False
2017-06-22,64,False
2017-06-23,64,False
2017-06-24,18,False
2017-06-25,13,False
2017-06-26,13,False
2017-06-27,61,False
2017-06-28,76,False
2017-06-29,49,False
2017-06-30,81,False
