date,COST stock,isPartial
2012-07-01,46,False
2012-07-02,72,False
2012-07-03,60,False
2012-07-04,49,False
2012-07-05,65,False
2012-07-06,71,False
2012-07-07,82,False
2012-07-08,69,False
2012-07-09,69,False
2012-07-10,67,False
2012-07-11,40,False
2012-07-12,71,False
2012-07-13,93,False
2012-07-14,50,False
2012-07-15,52,False
2012-07-16,100,False
2012-07-17,76,False
2012-07-18,70,False
2012-07-19,76,False
2012-07-20,59,False
2012-07-21,44,False
2012-07-22,65,False
2012-07-23,82,False
2012-07-24,66,False
2012-07-25,73,False
2012-07-26,67,False
2012-07-27,89,False
2012-07-28,47,False
2012-07-29,77,False
2012-07-30,56,False
2012-07-31,93,False
