date,INTC stock,isPartial
2015-02-01,36,False
2015-02-02,63,False
2015-02-03,83,False
2015-02-04,57,False
2015-02-05,100,False
2015-02-06,60,False
2015-02-07,12,False
2015-02-08,49,False
2015-02-09,52,False
2015-02-10,31,False
2015-02-11,31,False
2015-02-12,64,False
2015-02-13,67,False
2015-02-14,13,False
2015-02-15,13,False
2015-02-16,33,False
2015-02-17,32,False
2015-02-18,64,False
2015-02-19,70,False
2015-02-20,39,False
2015-02-21,25,False
2015-02-22,24,False
2015-02-23,31,False
2015-02-24,31,False
2015-02-25,62,False
2015-02-26,84,False
2015-02-27,22,False
2015-02-28,36,False
