date,SYMC stock,isPartial
2018-06-01,80,False
2018-06-02,41,False
2018-06-03,53,False
2018-06-04,91,False
2018-06-05,83,False
2018-06-06,69,False
2018-06-07,77,False
2018-06-08,48,False
2018-06-09,45,False
2018-06-10,27,False
2018-06-11,67,False
2018-06-12,49,False
2018-06-13,100,False
2018-06-14,45,False
2018-06-15,40,False
2018-06-16,40,False
2018-06-17,53,False
2018-06-18,56,False
2018-06-19,67,False
2018-06-20,34,False
2018-06-21,61,False
2018-06-22,24,False
2018-06-23,26,False
2018-06-24,26,False
2018-06-25,45,False
2018-06-26,45,False
2018-06-27,53,False
2018-06-28,38,False
2018-06-29,48,False
2018-06-30,26,False
