date,MCD stock,isPartial
2015-07-01,75,False
2015-07-02,38,False
2015-07-03,0,False
2015-07-04,46,False
2015-07-05,23,False
2015-07-06,18,False
2015-07-07,74,False
2015-07-08,43,False
2015-07-09,50,False
2015-07-10,39,False
2015-07-11,23,False
2015-07-12,22,False
2015-07-13,49,False
2015-07-14,68,False
2015-07-15,69,False
2015-07-16,57,False
2015-07-17,67,False
2015-07-18,36,False
2015-07-19,24,False
2015-07-20,39,False
2015-07-21,56,False
2015-07-22,69,False
2015-07-23,100,False
2015-07-24,45,False
2015-07-25,22,False
2015-07-26,33,False
2015-07-27,55,False
2015-07-28,27,False
2015-07-29,74,False
2015-07-30,50,False
2015-07-31,20,False
