date,KO stock,isPartial
2013-03-01,36,False
2013-03-02,16,False
2013-03-03,16,False
2013-03-04,34,False
2013-03-05,75,False
2013-03-06,95,False
2013-03-07,90,False
2013-03-08,100,False
2013-03-09,16,False
2013-03-10,32,False
2013-03-11,80,False
2013-03-12,47,False
2013-03-13,93,False
2013-03-14,61,False
2013-03-15,56,False
2013-03-16,40,False
2013-03-17,16,False
2013-03-18,67,False
2013-03-19,33,False
2013-03-20,61,False
2013-03-21,68,False
2013-03-22,77,False
2013-03-23,16,False
2013-03-24,24,False
2013-03-25,34,False
2013-03-26,61,False
2013-03-27,42,False
2013-03-28,80,False
2013-03-29,55,False
2013-03-30,33,False
2013-03-31,34,False
