date,SYMC stock,isPartial
2013-07-01,40,False
2013-07-02,0,False
2013-07-03,40,False
2013-07-04,0,False
2013-07-05,44,False
2013-07-06,51,False
2013-07-07,51,False
2013-07-08,0,False
2013-07-09,40,False
2013-07-10,0,False
2013-07-11,55,False
2013-07-12,57,False
2013-07-13,50,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,41,False
2013-07-17,62,False
2013-07-18,84,False
2013-07-19,0,False
2013-07-20,100,False
2013-07-21,51,False
2013-07-22,41,False
2013-07-23,40,False
2013-07-24,41,False
2013-07-25,42,False
2013-07-26,0,False
2013-07-27,50,False
2013-07-28,50,False
2013-07-29,0,False
2013-07-30,0,False
2013-07-31,81,False
