date,GOOG stock,isPartial
2016-05-01,27,False
2016-05-02,80,False
2016-05-03,77,False
2016-05-04,68,False
2016-05-05,93,False
2016-05-06,85,False
2016-05-07,37,False
2016-05-08,18,False
2016-05-09,67,False
2016-05-10,100,False
2016-05-11,66,False
2016-05-12,81,False
2016-05-13,82,False
2016-05-14,9,False
2016-05-15,11,False
2016-05-16,62,False
2016-05-17,80,False
2016-05-18,84,False
2016-05-19,44,False
2016-05-20,72,False
2016-05-21,23,False
2016-05-22,9,False
2016-05-23,58,False
2016-05-24,75,False
2016-05-25,74,False
2016-05-26,80,False
2016-05-27,87,False
2016-05-28,34,False
2016-05-29,14,False
2016-05-30,20,False
2016-05-31,62,False
