date,TXN stock,isPartial
2018-02-01,87,False
2018-02-02,86,False
2018-02-03,20,False
2018-02-04,29,False
2018-02-05,89,False
2018-02-06,100,False
2018-02-07,79,False
2018-02-08,84,False
2018-02-09,93,False
2018-02-10,24,False
2018-02-11,0,False
2018-02-12,60,False
2018-02-13,66,False
2018-02-14,56,False
2018-02-15,64,False
2018-02-16,65,False
2018-02-17,18,False
2018-02-18,12,False
2018-02-19,35,False
2018-02-20,72,False
2018-02-21,78,False
2018-02-22,62,False
2018-02-23,50,False
2018-02-24,35,False
2018-02-25,29,False
2018-02-26,64,False
2018-02-27,61,False
2018-02-28,68,False
