date,MCD stock,isPartial
2013-12-01,26,False
2013-12-02,25,False
2013-12-03,52,False
2013-12-04,62,False
2013-12-05,58,False
2013-12-06,100,False
2013-12-07,19,False
2013-12-08,28,False
2013-12-09,42,False
2013-12-10,73,False
2013-12-11,47,False
2013-12-12,48,False
2013-12-13,34,False
2013-12-14,25,False
2013-12-15,19,False
2013-12-16,37,False
2013-12-17,49,False
2013-12-18,38,False
2013-12-19,56,False
2013-12-20,62,False
2013-12-21,52,False
2013-12-22,20,False
2013-12-23,65,False
2013-12-24,48,False
2013-12-25,43,False
2013-12-26,42,False
2013-12-27,41,False
2013-12-28,39,False
2013-12-29,19,False
2013-12-30,40,False
2013-12-31,52,False
