date,TSLA stock,isPartial
2014-06-01,14,False
2014-06-02,30,False
2014-06-03,50,False
2014-06-04,41,False
2014-06-05,49,False
2014-06-06,38,False
2014-06-07,20,False
2014-06-08,12,False
2014-06-09,50,False
2014-06-10,41,False
2014-06-11,40,False
2014-06-12,51,False
2014-06-13,57,False
2014-06-14,16,False
2014-06-15,19,False
2014-06-16,72,False
2014-06-17,100,False
2014-06-18,67,False
2014-06-19,73,False
2014-06-20,48,False
2014-06-21,25,False
2014-06-22,21,False
2014-06-23,67,False
2014-06-24,75,False
2014-06-25,39,False
2014-06-26,50,False
2014-06-27,52,False
2014-06-28,20,False
2014-06-29,10,False
2014-06-30,58,False
