date,MSFT stock,isPartial
2014-08-01,90,False
2014-08-02,42,False
2014-08-03,21,False
2014-08-04,50,False
2014-08-05,84,False
2014-08-06,100,False
2014-08-07,83,False
2014-08-08,77,False
2014-08-09,14,False
2014-08-10,46,False
2014-08-11,57,False
2014-08-12,79,False
2014-08-13,30,False
2014-08-14,93,False
2014-08-15,79,False
2014-08-16,35,False
2014-08-17,14,False
2014-08-18,53,False
2014-08-19,87,False
2014-08-20,91,False
2014-08-21,76,False
2014-08-22,94,False
2014-08-23,36,False
2014-08-24,13,False
2014-08-25,70,False
2014-08-26,85,False
2014-08-27,77,False
2014-08-28,37,False
2014-08-29,39,False
2014-08-30,27,False
2014-08-31,31,False
