date,PEP stock,isPartial
2015-07-01,29,False
2015-07-02,41,False
2015-07-03,47,False
2015-07-04,32,False
2015-07-05,21,False
2015-07-06,52,False
2015-07-07,29,False
2015-07-08,29,False
2015-07-09,100,False
2015-07-10,30,False
2015-07-11,32,False
2015-07-12,21,False
2015-07-13,43,False
2015-07-14,17,False
2015-07-15,35,False
2015-07-16,54,False
2015-07-17,47,False
2015-07-18,23,False
2015-07-19,0,False
2015-07-20,27,False
2015-07-21,26,False
2015-07-22,43,False
2015-07-23,35,False
2015-07-24,36,False
2015-07-25,41,False
2015-07-26,0,False
2015-07-27,43,False
2015-07-28,29,False
2015-07-29,29,False
2015-07-30,53,False
2015-07-31,30,False
