date,SIRI stock,isPartial
2014-12-01,75,False
2014-12-02,69,False
2014-12-03,77,False
2014-12-04,97,False
2014-12-05,67,False
2014-12-06,35,False
2014-12-07,23,False
2014-12-08,59,False
2014-12-09,86,False
2014-12-10,96,False
2014-12-11,98,False
2014-12-12,75,False
2014-12-13,70,False
2014-12-14,0,False
2014-12-15,84,False
2014-12-16,52,False
2014-12-17,73,False
2014-12-18,68,False
2014-12-19,92,False
2014-12-20,32,False
2014-12-21,32,False
2014-12-22,69,False
2014-12-23,100,False
2014-12-24,72,False
2014-12-25,61,False
2014-12-26,53,False
2014-12-27,39,False
2014-12-28,23,False
2014-12-29,96,False
2014-12-30,56,False
2014-12-31,86,False
