date,TWTR stock,isPartial
2016-06-01,54,False
2016-06-02,52,False
2016-06-03,28,False
2016-06-04,9,False
2016-06-05,9,False
2016-06-06,46,False
2016-06-07,37,False
2016-06-08,43,False
2016-06-09,28,False
2016-06-10,35,False
2016-06-11,9,False
2016-06-12,0,False
2016-06-13,71,False
2016-06-14,53,False
2016-06-15,76,False
2016-06-16,78,False
2016-06-17,78,False
2016-06-18,13,False
2016-06-19,9,False
2016-06-20,33,False
2016-06-21,75,False
2016-06-22,48,False
2016-06-23,58,False
2016-06-24,100,False
2016-06-25,13,False
2016-06-26,11,False
2016-06-27,45,False
2016-06-28,55,False
2016-06-29,62,False
2016-06-30,61,False
