date,AAPL stock,isPartial
2015-01-01,11,False
2015-01-02,30,False
2015-01-03,7,False
2015-01-04,6,False
2015-01-05,31,False
2015-01-06,43,False
2015-01-07,38,False
2015-01-08,26,False
2015-01-09,27,False
2015-01-10,10,False
2015-01-11,4,False
2015-01-12,37,False
2015-01-13,23,False
2015-01-14,39,False
2015-01-15,25,False
2015-01-16,40,False
2015-01-17,15,False
2015-01-18,9,False
2015-01-19,19,False
2015-01-20,27,False
2015-01-21,43,False
2015-01-22,39,False
2015-01-23,39,False
2015-01-24,6,False
2015-01-25,11,False
2015-01-26,32,False
2015-01-27,69,False
2015-01-28,100,False
2015-01-29,82,False
2015-01-30,71,False
2015-01-31,24,False
