date,AAPL stock,isPartial
2016-09-01,45,False
2016-09-02,47,False
2016-09-03,7,False
2016-09-04,5,False
2016-09-05,10,False
2016-09-06,50,False
2016-09-07,100,False
2016-09-08,87,False
2016-09-09,70,False
2016-09-10,16,False
2016-09-11,9,False
2016-09-12,60,False
2016-09-13,73,False
2016-09-14,85,False
2016-09-15,95,False
2016-09-16,93,False
2016-09-17,16,False
2016-09-18,14,False
2016-09-19,60,False
2016-09-20,62,False
2016-09-21,59,False
2016-09-22,62,False
2016-09-23,71,False
2016-09-24,14,False
2016-09-25,9,False
2016-09-26,47,False
2016-09-27,46,False
2016-09-28,54,False
2016-09-29,60,False
2016-09-30,45,False
