date,CSCO stock,isPartial
2017-05-01,26,False
2017-05-02,26,False
2017-05-03,21,False
2017-05-04,19,False
2017-05-05,25,False
2017-05-06,4,False
2017-05-07,8,False
2017-05-08,10,False
2017-05-09,22,False
2017-05-10,29,False
2017-05-11,37,False
2017-05-12,20,False
2017-05-13,12,False
2017-05-14,8,False
2017-05-15,42,False
2017-05-16,45,False
2017-05-17,72,False
2017-05-18,100,False
2017-05-19,58,False
2017-05-20,13,False
2017-05-21,13,False
2017-05-22,39,False
2017-05-23,33,False
2017-05-24,42,False
2017-05-25,49,False
2017-05-26,24,False
2017-05-27,0,False
2017-05-28,11,False
2017-05-29,11,False
2017-05-30,27,False
2017-05-31,24,False
