date,CSCO stock,isPartial
2016-02-01,18,False
2016-02-02,49,False
2016-02-03,35,False
2016-02-04,32,False
2016-02-05,31,False
2016-02-06,7,False
2016-02-07,7,False
2016-02-08,30,False
2016-02-09,15,False
2016-02-10,70,False
2016-02-11,100,False
2016-02-12,88,False
2016-02-13,0,False
2016-02-14,10,False
2016-02-15,17,False
2016-02-16,55,False
2016-02-17,73,False
2016-02-18,34,False
2016-02-19,48,False
2016-02-20,10,False
2016-02-21,10,False
2016-02-22,43,False
2016-02-23,31,False
2016-02-24,46,False
2016-02-25,20,False
2016-02-26,45,False
2016-02-27,10,False
2016-02-28,6,False
2016-02-29,31,False
