date,INTC stock,isPartial
2017-05-01,87,False
2017-05-02,100,False
2017-05-03,90,False
2017-05-04,91,False
2017-05-05,74,False
2017-05-06,26,False
2017-05-07,7,False
2017-05-08,55,False
2017-05-09,80,False
2017-05-10,84,False
2017-05-11,66,False
2017-05-12,78,False
2017-05-13,23,False
2017-05-14,23,False
2017-05-15,68,False
2017-05-16,84,False
2017-05-17,52,False
2017-05-18,73,False
2017-05-19,40,False
2017-05-20,33,False
2017-05-21,16,False
2017-05-22,84,False
2017-05-23,54,False
2017-05-24,53,False
2017-05-25,64,False
2017-05-26,48,False
2017-05-27,17,False
2017-05-28,25,False
2017-05-29,22,False
2017-05-30,51,False
2017-05-31,54,False
