date,EA stock,isPartial
2015-09-01,87,False
2015-09-02,44,False
2015-09-03,100,False
2015-09-04,50,False
2015-09-05,24,False
2015-09-06,28,False
2015-09-07,26,False
2015-09-08,54,False
2015-09-09,50,False
2015-09-10,58,False
2015-09-11,60,False
2015-09-12,20,False
2015-09-13,29,False
2015-09-14,33,False
2015-09-15,40,False
2015-09-16,80,False
2015-09-17,50,False
2015-09-18,49,False
2015-09-19,20,False
2015-09-20,17,False
2015-09-21,56,False
2015-09-22,69,False
2015-09-23,47,False
2015-09-24,58,False
2015-09-25,42,False
2015-09-26,32,False
2015-09-27,12,False
2015-09-28,72,False
2015-09-29,52,False
2015-09-30,56,False
